ensembl_id,FANTOM_Total_CAGE_TPM,FANTOM_n_peaks
ENSG00000006788,0.0,1
ENSG00000006837,10.679883713916457,3
ENSG00000007038,0.0,4
ENSG00000007047,7.880302546190781,4
ENSG00000007062,0.0,9
ENSG00000007080,47.38550346854199,2
ENSG00000007168,43.963793152432785,13
ENSG00000007171,0.0,4
ENSG00000007174,0.0,2
ENSG00000007216,0.0,6
ENSG00000007237,2.384828402136682,29
ENSG00000007255,1.9700756365476968,2
ENSG00000007264,0.311064574191741,5
ENSG00000007312,0.0,3
ENSG00000007341,25.50729508372278,7
ENSG00000007350,0.0,4
ENSG00000007372,20.633950088052188,25
ENSG00000007376,20.7376382794494,1
ENSG00000007384,1.347946488164212,2
ENSG00000007392,49.45926729648694,2
ENSG00000007402,3.11064574191742,4
ENSG00000007516,0.518440956986236,1
ENSG00000007541,9.850378182738485,3
ENSG00000007866,7.776614354793534,4
ENSG00000007908,0.0,1
ENSG00000007923,34.424479543886086,2
ENSG00000007933,0.0,4
ENSG00000007944,13.5831530730394,2
ENSG00000007952,0.0,4
ENSG00000008018,469.500130646735,1
ENSG00000008056,0.518440956986236,6
ENSG00000008083,57.13219345988316,16
ENSG00000008086,3.3180221247119137,6
ENSG00000008118,0.0,5
ENSG00000008128,13.790529455833891,2
ENSG00000008130,25.610983275120052,11
ENSG00000008196,0.103688191397247,13
ENSG00000008226,0.0,1
ENSG00000008256,4.76965680427337,4
ENSG00000008277,13.583153073039382,3
ENSG00000008282,54.64367686634923,4
ENSG00000008283,2.695892976328424,11
ENSG00000008294,56.40637612010249,14
ENSG00000008300,0.103688191397247,1
ENSG00000008311,17.523304346134733,3
ENSG00000008323,0.311064574191741,4
ENSG00000008324,14.4126586042174,2
ENSG00000008382,8.295055311779777,4
ENSG00000008394,4.977033187067862,13
ENSG00000008405,14.723723178409099,8
ENSG00000008438,0.0,3
ENSG00000008441,12.442582967669683,20
ENSG00000008513,8.398743503177027,19
ENSG00000008516,0.103688191397247,6
ENSG00000008517,0.829505531177977,10
ENSG00000008735,22.18927295901088,7
ENSG00000008838,76.62557344256565,5
ENSG00000008853,7.361861589204546,19
ENSG00000008869,18.6638744515045,4
ENSG00000008952,17.108551580545782,5
ENSG00000008988,504.23567476481344,4
ENSG00000009307,342.79316075929944,6
ENSG00000009335,72.78911036086757,2
ENSG00000009413,22.811402107394414,10
ENSG00000009709,0.0,6
ENSG00000009724,0.0,4
ENSG00000009765,0.0,4
ENSG00000009780,15.760605092381551,3
ENSG00000009790,0.0,10
ENSG00000009830,13.894217647231125,5
ENSG00000009844,88.54971545324906,2
ENSG00000009950,4.458592230081628,4
ENSG00000009954,36.60193156322821,5
ENSG00000010017,22.292961150408132,12
ENSG00000010030,0.0,5
ENSG00000010165,5.18440956986236,1
ENSG00000010219,45.31173964059698,6
ENSG00000010244,209.13908204824725,2
ENSG00000010256,143.711833276585,1
ENSG00000010270,27.684747103065,2
ENSG00000010278,39.81626549654287,5
ENSG00000010282,0.0,8
ENSG00000010292,88.23865087905736,4
ENSG00000010295,16.2790460493678,10
ENSG00000010310,0.0,1
ENSG00000010318,4.354904038684382,5
ENSG00000010319,0.103688191397247,1
ENSG00000010322,14.412658604217361,9
ENSG00000010327,0.0,3
ENSG00000010361,8.917184460163249,6
ENSG00000010379,0.0,2
ENSG00000010404,14.6200349870119,29
ENSG00000010438,0.0,5
ENSG00000010539,16.90117519775132,3
ENSG00000010610,0.0,3
ENSG00000010626,2.9032693591229237,5
ENSG00000010671,0.0,3
ENSG00000010704,0.0,2
ENSG00000010803,13.375776690244841,5
ENSG00000010810,89.79397375001608,17
ENSG00000010818,2.592204784931184,4
ENSG00000010932,0.0,4
ENSG00000011009,4.043839464492637,6
ENSG00000011021,3.006957550520169,2
ENSG00000011028,4.56228042147888,9
ENSG00000011052,1002.0426816629968,4
ENSG00000011083,0.0,4
ENSG00000011105,6.324979675232076,5
ENSG00000011132,6.73973244082106,3
ENSG00000011143,19.1823154084907,1
ENSG00000011198,10.679883713916464,4
ENSG00000011243,58.0653871824584,2
ENSG00000011258,3.525398507506409,2
ENSG00000011260,54.43630048355472,2
ENSG00000011275,35.15029688366683,4
ENSG00000011295,21.87820838481918,4
ENSG00000011304,336.882933849656,2
ENSG00000011332,1.762699253753202,4
ENSG00000011347,0.829505531177978,8
ENSG00000011376,16.382734240765036,2
ENSG00000011405,29.6548227396127,1
ENSG00000011422,4.35490403868438,8
ENSG00000011426,89.37922098442712,15
ENSG00000011451,42.61584666426866,3
ENSG00000011454,7.4655497806018,2
ENSG00000011465,0.103688191397247,15
ENSG00000011478,11.1983246709027,1
ENSG00000011485,87.0980807736876,4
ENSG00000011523,10.057754565533,2
ENSG00000011566,12.235206584875165,4
ENSG00000011590,0.0,3
ENSG00000011600,0.0,1
ENSG00000011677,0.103688191397247,4
ENSG00000012048,31.00276922777694,7
ENSG00000012061,61.90185026415655,8
ENSG00000012124,0.0,7
ENSG00000012171,0.0,8
ENSG00000012174,34.00972677829703,2
ENSG00000012211,5.59916233545135,3
ENSG00000012223,0.311064574191742,5
ENSG00000012232,24.159348595558583,5
ENSG00000012504,0.103688191397247,6
ENSG00000012660,99.85172831554908,6
ENSG00000012817,0.0,3
ENSG00000012822,3.4217103161091598,3
ENSG00000012963,35.1502968836668,1
ENSG00000012983,23.122466681586104,6
ENSG00000013016,7.983990737588034,5
ENSG00000013288,8.81349626876601,1
ENSG00000013293,0.0,4
ENSG00000013297,0.103688191397247,14
ENSG00000013306,190.26783121394823,2
ENSG00000013364,4.354904038684384,7
ENSG00000013374,27.78843529446225,2
ENSG00000013375,51.533031124431844,2
ENSG00000013392,9.746689991341237,2
ENSG00000013441,32.765468481530064,5
ENSG00000013503,17.004863389148554,4
ENSG00000013523,8.39874350317702,7
ENSG00000013561,23.12246668158614,5
ENSG00000013563,10.783571905313712,6
ENSG00000013573,12.546271159066878,3
ENSG00000013583,10.887260096710946,3
ENSG00000013588,41.06052379330988,6
ENSG00000013619,2.695892976328424,6
ENSG00000013725,0.0,4
ENSG00000013810,45.20805144919976,5
ENSG00000014123,37.0166843288172,1
ENSG00000014138,59.62071005341711,7
ENSG00000014164,4.04383946449264,2
ENSG00000014216,46.867062511555766,14
ENSG00000014641,184.8760452612915,4
ENSG00000014824,58.998580905033684,2
ENSG00000014914,1.55532287095871,6
ENSG00000014919,22.6040257245999,1
ENSG00000015133,3.629086698903649,8
ENSG00000015153,17.730680728929276,5
ENSG00000015171,11.1983246709027,10
ENSG00000015285,0.0,8
ENSG00000015413,0.0,9
ENSG00000015475,31.3138338019686,5
ENSG00000015479,183.2170341989359,9
ENSG00000015520,0.0,2
ENSG00000015532,13.5831530730394,1
ENSG00000015568,1.14057010536972,1
ENSG00000015592,0.207376382794494,2
ENSG00000015676,26.440488806298077,5
ENSG00000016082,2.90326935912292,2
ENSG00000016391,1.555322870958707,5
ENSG00000016402,0.518440956986236,4
ENSG00000016490,0.103688191397247,3
ENSG00000016602,0.0,6
ENSG00000016864,13.68684126443663,6
ENSG00000017260,24.574101361147555,18
ENSG00000017427,0.0,9
ENSG00000017483,0.103688191397247,23
ENSG00000017797,24.781477743942112,8
ENSG00000018189,14.620034987011845,14
ENSG00000018236,0.207376382794494,16
ENSG00000018280,0.207376382794494,9
ENSG00000018408,13.168400307450376,20
ENSG00000018510,63.5608613265125,1
ENSG00000018625,0.0,7
ENSG00000018699,46.4523097459667,2
ENSG00000018869,5.70285052684859,2
ENSG00000019102,0.0,3
ENSG00000019144,6.947108823615567,12
ENSG00000019169,0.0,5
ENSG00000019186,0.103688191397247,5
ENSG00000019485,0.829505531177978,3
ENSG00000019505,0.207376382794494,3
ENSG00000019549,4.043839464492637,5
ENSG00000019582,0.0,6
ENSG00000019991,0.414752765588988,11
ENSG00000020129,25.09254231813384,3
ENSG00000020256,21.878208384819157,12
ENSG00000020426,45.9338687889805,1
ENSG00000020577,1.036881913972471,19
ENSG00000020633,3.7327748903009,12
ENSG00000021300,7.2581733978072975,15
ENSG00000021355,35.461361457858516,4
ENSG00000021461,0.0,1
ENSG00000021488,0.0,2
ENSG00000021574,6.324979675232078,4
ENSG00000021645,16.071669666573314,15
ENSG00000021762,3.5253985075064,7
ENSG00000021776,17.108551580545736,5
ENSG00000021826,9.954066374135726,9
ENSG00000021852,0.0,1
ENSG00000022267,60.76128015878683,27
ENSG00000022355,0.0,10
ENSG00000022556,0.0,2
ENSG00000022567,5.806538718245841,4
ENSG00000022840,124.52951786809422,3
ENSG00000022976,7.05079701501281,1
ENSG00000023041,26.02573604070904,6
ENSG00000023171,0.0,8
ENSG00000023191,89.17184460163264,14
ENSG00000023228,62.42029122114278,5
ENSG00000023287,22.500337533202618,6
ENSG00000023318,26.025736040709,1
ENSG00000023330,37.74250166859797,9
ENSG00000023445,0.5184409569862349,7
ENSG00000023516,11.820453819286172,4
ENSG00000023572,37.2240607116117,3
ENSG00000023608,12.338894776272411,3
ENSG00000023697,28.410564442845693,9
ENSG00000023734,156.88023358403484,3
ENSG00000023839,0.0,7
ENSG00000023892,0.829505531177977,3
ENSG00000023902,3.9401512730953914,7
ENSG00000023909,16.59011062355955,9
ENSG00000024048,31.10645741917411,8
ENSG00000024422,0.829505531177977,4
ENSG00000024526,54.22892410076024,4
ENSG00000024862,11.4057010536972,1
ENSG00000025039,25.81835965791453,4
ENSG00000025156,21.87820838481911,6
ENSG00000025293,30.3806400793934,1
ENSG00000025423,0.311064574191742,5
ENSG00000025434,4.873344995670614,8
ENSG00000025708,0.0,2
ENSG00000025770,31.210145610571452,2
ENSG00000025772,31.417521993365845,2
ENSG00000025796,45.72649240618601,7
ENSG00000025800,59.3096454792254,5
ENSG00000026025,856.9829018982474,14
ENSG00000026103,11.613077436491686,9
ENSG00000026297,18.871250834299033,3
ENSG00000026508,32.03965114174934,30
ENSG00000026559,4.35490403868438,2
ENSG00000026652,16.69379881495679,5
ENSG00000026751,0.103688191397247,9
ENSG00000026950,1.244258296766966,4
ENSG00000027001,10.05775456553297,2
ENSG00000027075,2.073763827944946,22
ENSG00000027644,0.0,2
ENSG00000027697,26.440488806298045,4
ENSG00000027847,11.7167656278889,1
ENSG00000027869,0.0,14
ENSG00000028116,17.523304346134772,8
ENSG00000028137,0.0,3
ENSG00000028203,33.38759762991356,6
ENSG00000028277,0.0,4
ENSG00000028310,31.728586567557617,4
ENSG00000028528,31.313833801968666,5
ENSG00000028839,43.65272857824111,8
ENSG00000029363,190.68258397953724,2
ENSG00000029364,65.63462515445747,5
ENSG00000029534,0.0,14
ENSG00000029559,0.0,1
ENSG00000029639,21.670832002024635,3
ENSG00000029725,53.29573037818502,2
ENSG00000029993,12.02783020208069,5
ENSG00000030066,18.56018626010728,3
ENSG00000030110,18.45649806870999,2
ENSG00000030304,0.0,4
ENSG00000030419,0.518440956986236,15
ENSG00000030582,57.13219345988314,11
ENSG00000031003,17.83436892032653,5
ENSG00000031081,2.281140210739438,10
ENSG00000031691,32.24702752454383,2
ENSG00000031823,48.42238538251439,3
ENSG00000032219,4.66596861287612,7
ENSG00000032444,7.569237971999041,8
ENSG00000032742,7.050797015012809,3
ENSG00000033011,21.981896576216442,2
ENSG00000033030,21.7745201934219,4
ENSG00000033050,48.83713814810341,2
ENSG00000033100,14.308970412820146,2
ENSG00000033122,0.103688191397247,17
ENSG00000033170,12.546271159066903,8
ENSG00000033178,31.3138338019686,1
ENSG00000033327,1.9700756365477,5
ENSG00000033627,51.94778389002089,3
ENSG00000033800,41.5789647502961,6
ENSG00000033867,11.30201286229994,3
ENSG00000034053,6.013915101040336,11
ENSG00000034152,18.041745303121044,6
ENSG00000034510,412.4716253782492,2
ENSG00000034533,7.36186158920455,3
ENSG00000034677,14.308970412820102,9
ENSG00000034693,23.226154872983393,5
ENSG00000034713,60.0354628190061,1
ENSG00000034971,0.0,1
ENSG00000035115,0.72581733978073,3
ENSG00000035403,97.77796448760412,3
ENSG00000035499,24.05566040416136,2
ENSG00000035664,0.829505531177977,1
ENSG00000035681,13.790529455833875,24
ENSG00000035720,0.0,3
ENSG00000035862,35.97980241484473,16
ENSG00000035928,37.32774890300899,3
ENSG00000036054,17.626992537531994,6
ENSG00000036257,31.728586567557613,13
ENSG00000036448,4.769656804273372,8
ENSG00000036473,0.0,3
ENSG00000036530,0.207376382794494,3
ENSG00000036549,18.14543349451823,5
ENSG00000036565,0.0,2
ENSG00000036672,1.244258296766966,14
ENSG00000036828,0.0,4
ENSG00000037042,13.479464881642134,4
ENSG00000037241,45.8301805975832,5
ENSG00000037280,3.629086698903652,3
ENSG00000037474,71.8559166382923,2
ENSG00000037749,12.961023924655878,2
ENSG00000037757,57.2358816512804,1
ENSG00000037897,21.6708320020247,1
ENSG00000037965,2.488516593533931,4
ENSG00000038002,11.30201286229994,2
ENSG00000038210,20.63395008805222,5
ENSG00000038274,49.66664367928139,6
ENSG00000038295,0.311064574191741,8
ENSG00000038358,19.700756365476984,3
ENSG00000038382,21.981896576216442,20
ENSG00000038427,46.03755698037774,19
ENSG00000038532,13.06471211605317,5
ENSG00000038945,0.0,10
ENSG00000039068,2.17745201934219,3
ENSG00000039139,0.72581733978073,1
ENSG00000039319,21.152391045038375,6
ENSG00000039537,0.0,7
ENSG00000039560,25.196230509531055,13
ENSG00000039600,0.0,3
ENSG00000039650,17.10855158054579,4
ENSG00000039987,0.0,2
ENSG00000040199,11.4057010536972,2
ENSG00000040341,38.7793835825704,7
ENSG00000040531,15.656916900984324,4
ENSG00000040608,1.036881913972472,3
ENSG00000040633,14.7237231784091,1
ENSG00000040731,0.0,6
ENSG00000040933,12.9610239246559,1
ENSG00000041353,2.9032693591229193,5
ENSG00000041357,290.949065060676,3
ENSG00000041515,0.0,10
ENSG00000041802,18.5601862601072,1
ENSG00000041880,1.244258296766964,7
ENSG00000041982,4.769656804273374,8
ENSG00000041988,8.709808077368766,2
ENSG00000042088,13.894217647231166,5
ENSG00000042286,6.843420632218318,4
ENSG00000042317,6.843420632218311,2
ENSG00000042429,21.981896576216442,4
ENSG00000042445,10.47250733112196,4
ENSG00000042493,1.970075636547696,13
ENSG00000042753,123.28525957132699,4
ENSG00000042781,0.0,1
ENSG00000042813,0.0,5
ENSG00000042832,0.0,39
ENSG00000042980,0.103688191397247,8
ENSG00000043039,13.583153073039375,8
ENSG00000043093,11.50938924509444,5
ENSG00000043355,22.292961150408146,15
ENSG00000043462,0.0,10
ENSG00000043514,20.945014662243942,2
ENSG00000043591,0.207376382794494,4
ENSG00000044012,0.0,2
ENSG00000044090,15.345852326792583,4
ENSG00000044115,123.18157137992934,5
ENSG00000044446,4.873344995670616,8
ENSG00000044459,11.92414201068339,3
ENSG00000044524,8.917184460163263,5
ENSG00000044574,230.60253766747726,3
ENSG00000046604,16.69379881495681,6
ENSG00000046647,15.138475943998092,3
ENSG00000046651,21.77452019342191,7
ENSG00000046653,8.087678928985282,15
ENSG00000046774,0.0,2
ENSG00000046889,1.45163467956146,12
ENSG00000047056,6.73973244082107,5
ENSG00000047188,34.320791352488776,5
ENSG00000047230,23.32984306438059,4
ENSG00000047249,28.72162901703746,5
ENSG00000047315,74.03336865763453,4
ENSG00000047365,4.9770331870678595,16
ENSG00000047410,54.22892410076036,6
ENSG00000047457,0.0,6
ENSG00000047579,7.880302546190785,9
ENSG00000047597,3.629086698903656,3
ENSG00000047617,0.207376382794494,3
ENSG00000047634,64.49405504908768,5
ENSG00000047644,5.18440956986236,2
ENSG00000047648,0.0,12
ENSG00000047662,0.103688191397247,2
ENSG00000047849,85.43906971133168,22
ENSG00000047932,22.70771391599713,4
ENSG00000047936,0.0,9
ENSG00000048028,21.567143810627392,2
ENSG00000048052,1.140570105369719,30
ENSG00000048140,11.50938924509443,3
ENSG00000048162,60.03546281900607,2
ENSG00000048342,6.221291483834829,4
ENSG00000048392,22.29296115040815,9
ENSG00000048405,26.44048880629802,8
ENSG00000048462,0.0,5
ENSG00000048471,6.73973244082107,3
ENSG00000048540,0.0,30
ENSG00000048544,46.970750702953,1
ENSG00000048545,0.0,7
ENSG00000048649,21.46345561923011,4
ENSG00000048707,7.569237971999045,10
ENSG00000048740,21.256079236435667,22
ENSG00000048828,31.00276922777692,8
ENSG00000048991,14.72372317840909,5
ENSG00000049089,0.103688191397247,12
ENSG00000049130,22.915090298791647,2
ENSG00000049167,17.212239771943,2
ENSG00000049192,0.622129148383483,6
ENSG00000049239,6.636044249423816,10
ENSG00000049245,122.455754040149,1
ENSG00000049246,0.7258173397807299,7
ENSG00000049247,0.207376382794494,4
ENSG00000049249,2.07376382794494,1
ENSG00000049283,0.0,7
ENSG00000049323,15.656916900984323,11
ENSG00000049449,62.00553845555385,9
ENSG00000049540,0.0,28
ENSG00000049541,29.0326935912292,2
ENSG00000049618,13.168400307450387,11
ENSG00000049656,42.512158472871384,8
ENSG00000049759,20.945014662243956,19
ENSG00000049768,0.0,1
ENSG00000049769,1.970075636547697,3
ENSG00000049860,45.10436325780247,6
ENSG00000049883,5.18440956986236,1
ENSG00000050130,27.5810589116677,1
ENSG00000050165,0.518440956986236,18
ENSG00000050327,0.0,1
ENSG00000050344,8.29505531177977,1
ENSG00000050405,53.192042186787795,10
ENSG00000050426,40.6457710277209,2
ENSG00000050438,0.207376382794494,8
ENSG00000050555,2.17745201934219,1
ENSG00000050628,0.518440956986236,2
ENSG00000050730,0.0,4
ENSG00000050748,21.567143810627385,3
ENSG00000050767,0.622129148383483,3
ENSG00000050820,15.138475943998085,13
ENSG00000051108,26.025736040709,2
ENSG00000051128,5.910226909643088,5
ENSG00000051180,9.435625417149499,3
ENSG00000051341,10.679883713916455,3
ENSG00000051382,5.495474144054096,4
ENSG00000051523,212.56079236435642,3
ENSG00000051620,86.16488705111244,6
ENSG00000051825,29.6548227396127,1
ENSG00000052126,14.516346795614604,11
ENSG00000052344,0.933193722575225,2
ENSG00000052723,41.06052379330991,2
ENSG00000052749,38.986759965364925,5
ENSG00000052795,12.753647541861405,12
ENSG00000052802,51.2219665502401,2
ENSG00000052841,4.0438394644926445,2
ENSG00000052850,4.873344995670621,7
ENSG00000053108,0.414752765588989,5
ENSG00000053254,7.672926163396287,8
ENSG00000053371,91.867737577961,1
ENSG00000053372,53.19204218678774,5
ENSG00000053438,0.0,2
ENSG00000053501,25.299918700928302,2
ENSG00000053524,0.414752765588989,8
ENSG00000053702,0.0,4
ENSG00000053747,20.011820939668702,10
ENSG00000053900,6.0139151010403396,2
ENSG00000053918,0.9331937225752249,4
ENSG00000054116,49.355579105089646,2
ENSG00000054118,50.59983740185661,2
ENSG00000054148,26.647865189092528,10
ENSG00000054179,0.311064574191741,2
ENSG00000054267,18.76756264290178,4
ENSG00000054277,19.078627217093434,5
ENSG00000054356,0.103688191397247,4
ENSG00000054392,5.599162335451347,6
ENSG00000054523,24.574101361147573,5
ENSG00000054598,37.32774890300898,7
ENSG00000054611,26.647865189092524,5
ENSG00000054654,19.286003599888,12
ENSG00000054690,2.799581167725669,6
ENSG00000054793,10.887260096710955,14
ENSG00000054796,0.0,1
ENSG00000054803,0.0,3
ENSG00000054938,0.103688191397247,6
ENSG00000054965,21.670832002024625,9
ENSG00000054967,5.910226909643085,2
ENSG00000054983,4.873344995670616,6
ENSG00000055044,161.75357857970573,2
ENSG00000055118,0.207376382794494,7
ENSG00000055130,45.20805144919978,4
ENSG00000055147,15.3458523267926,2
ENSG00000055163,43.96379315243281,17
ENSG00000055208,6.532356058026574,11
ENSG00000055332,16.071669666573328,6
ENSG00000055483,29.65482273961265,2
ENSG00000055732,9.43562541714949,1
ENSG00000055813,0.0,5
ENSG00000055917,15.034787752600838,6
ENSG00000055950,159.2650619861712,4
ENSG00000055955,0.0,7
ENSG00000055957,0.0,12
ENSG00000056097,84.09112322316747,11
ENSG00000056277,8.917184460163257,4
ENSG00000056291,0.0,7
ENSG00000056487,0.414752765588989,4
ENSG00000056558,0.311064574191741,8
ENSG00000056586,4.977033187067864,3
ENSG00000056736,3.31802212471191,1
ENSG00000056972,8.813496268766007,11
ENSG00000056998,0.0,10
ENSG00000057019,21.35976742783292,35
ENSG00000057149,0.0,1
ENSG00000057252,40.43839464492644,3
ENSG00000057294,17.7306807289293,7
ENSG00000057468,0.0,1
ENSG00000057593,0.0,2
ENSG00000057608,271.248308695199,1
ENSG00000057657,2.073763827944943,15
ENSG00000057663,43.549040386843814,4
ENSG00000057704,2.799581167725676,8
ENSG00000057757,27.0626179546815,1
ENSG00000057935,22.70771391599714,10
ENSG00000058056,14.827411369806349,5
ENSG00000058063,24.8851659353393,6
ENSG00000058085,0.7258173397807299,12
ENSG00000058091,4.665968612876124,13
ENSG00000058262,147.75567274107743,5
ENSG00000058272,20.737638279449428,8
ENSG00000058335,0.103688191397247,19
ENSG00000058404,0.829505531177977,9
ENSG00000058453,0.414752765588989,3
ENSG00000058600,40.4383946449264,1
ENSG00000058668,11.820453819286177,13
ENSG00000058673,6.013915101040337,3
ENSG00000058729,34.5281677352833,1
ENSG00000058799,21.8782083848192,4
ENSG00000058866,0.103688191397247,8
ENSG00000059122,5.288097761259607,3
ENSG00000059145,8.813496268766016,4
ENSG00000059377,0.414752765588989,5
ENSG00000059378,2.69589297632843,5
ENSG00000059573,49.87402006207585,4
ENSG00000059588,18.663874451504498,4
ENSG00000059728,7.672926163396295,13
ENSG00000059758,13.583153073039366,12
ENSG00000059804,21.46345561923018,2
ENSG00000059915,0.103688191397247,9
ENSG00000060069,17.0048633891485,2
ENSG00000060140,0.311064574191742,1
ENSG00000060237,35.25398507506407,9
ENSG00000060339,86.99439258229037,6
ENSG00000060491,32.5580920987356,1
ENSG00000060558,0.0,4
ENSG00000060566,0.0,2
ENSG00000060642,2.38482840213668,4
ENSG00000060656,7.56923797199904,4
ENSG00000060688,106.1767079907811,5
ENSG00000060709,0.0,3
ENSG00000060718,0.0,6
ENSG00000060749,16.48642243216231,5
ENSG00000060971,20.322885513860424,4
ENSG00000060982,17.7306807289293,23
ENSG00000061273,13.99790583862841,4
ENSG00000061337,0.311064574191742,2
ENSG00000061455,1.4516346795614619,4
ENSG00000061492,0.0,2
ENSG00000061656,0.207376382794494,5
ENSG00000061676,24.159348595558633,4
ENSG00000061794,78.4919608877161,1
ENSG00000061936,25.5072950837228,2
ENSG00000061938,0.518440956986236,7
ENSG00000061987,15.2421641353953,1
ENSG00000062038,1.036881913972471,10
ENSG00000062194,25.403606892325552,10
ENSG00000062282,0.7258173397807299,4
